Round,Table,Players,Decks,Winner
Round 7,73,"Hideaki Teruya
Sangjoon Kong He/Him","Izzet Tempo
Grixis Midrange",Sangjoon Kong won 2-0-0
Round 7,74,"Tatsuumi KOBAYASHI
Taisei Nakayama He/Him","Izzet Spellementals
Izzet Prowess",Tatsuumi KOBAYASHI won 2-0-0
Round 7,75,"Kazuaki WATANABE They/Them
akira uemura He/Him","Selesnya Landfall
Selesnya Landfall",akira uemura won 2-0-0
Round 7,76,"Mikita Hisano
Akira Yamawaki","Boros
Azorius Tempo",Akira Yamawaki won 2-0-0
Round 7,77,"junsei yamaguchi He/Him
Ryosuke Okada He/Him","Jeskai Control
Izzet Aggro",Ryosuke Okada won 2-0-0
Round 7,78,"TOMOKI EGEYAMA He/Him
takahiro yamaguchi","Izzet Prowess
Izzet Lessons",takahiro yamaguchi won 2-1-0
Round 7,79,"TakahashiRyoma
Kyohei Murayama He/Him","Golgari Demons
Sultai Control",TakahashiRyoma won 2-1-0
Round 7,80,"Eisuke Oono He/Him
空 大黒","Selesnya Landfall
Sultai Control",Eisuke Oono won 2-1-0
Round 7,81,"cckew He/Him
sintarou yamada","Izzet Spellementals
Izzet Prowess",sintarou yamada won 2-0-0
Round 7,82,"IchiwakiFumihiro
Taichi Akiyama","Jeskai Control
Azorius Tempo",Taichi Akiyama won 2-1-0
Round 7,83,"HIDENARI IKEDA He/Him
Yosuke Oka He/Him","Selesnya Landfall
Izzet Prowess",HIDENARI IKEDA won 2-0-0
Round 7,84,"Ryuji Murae
Akinori Hishida","Izzet Aggro
Selesnya",Akinori Hishida won 2-0-0
Round 7,85,"Yosuke Hieda He/They
Shota Miyashita","W-U-B-R Control
Izzet Lessons",Yosuke Hieda won 2-1-0
Round 7,86,"kyohei fukuyama They/Them
shintarou yoshida He/Him","Selesnya
Jeskai Control",shintarou yoshida won 2-0-0
Round 7,87,"TakuroIto
Yuya Mizuno He/Him","Selesnya Landfall
Selesnya Landfall",Yuya Mizuno won 2-1-0
Round 7,88,"TimYip
Shunsuke Nose He/Him","Izzet
Izzet Monument",Shunsuke Nose won 2-1-0
Round 7,89,"Tomoya Tanaka
Ryutarou Machida","Izzet Prowess
Jeskai Control",Ryutarou Machida won 2-1-0
Round 7,90,"Satoshi Ishiguro Other
TATSURO ASANO","Temur Aggro
Izzet Prowess",Satoshi Ishiguro won 2-1-0
Round 7,91,"Yuta Inukai He/Him
Ryosuke Nishiura He/Him","Selesnya Landfall
Selesnya Landfall",Yuta Inukai won 2-0-0
Round 7,92,"MASAAKI SAKAMOTO
naoto yamane","Selesnya Midrange
Selesnya Ouroboroid",naoto yamane won 2-1-0
Round 7,93,"Takashi Inui
Kazuki Kawata He/Him","Izzet Spellementals
Jeskai Control",Takashi Inui won 2-1-0
Round 7,94,"Takahiro Obara
Kim Hoyeon He/Him","Izzet Prowess
Golgari Midrange",Kim Hoyeon won 2-1-0
Round 7,95,"EIJI SOGO
takuya yamada He/Him","Mono-Green Landfall
W-U-B-R Control",EIJI SOGO won 2-1-0
Round 7,96,"takanori watanabe He/Him
Atsushi Hozuki","Selesnya Aggro
Selesnya Aggro",Atsushi Hozuki won 2-1-0
Round 7,97,"hirofumi nakamatsu
TaeHyoungKim He/Him","Temur Aggro
Selesnya Aggro",TaeHyoungKim won 2-1-0
Round 7,98,"Haruka Ookura
Andreas Holmqvist","Selesnya Landfall
Selesnya Landfall",Andreas Holmqvist won 2-0-0
Round 7,99,"satoshi hashimoto He/Him
maegawa","Bant Midrange
Selesnya Aggro",satoshi hashimoto won 2-0-0
Round 7,100,"Yuusuke Ooyama
Takumi Matsuura","Izzet Elementals
Izzet Prowess",Yuusuke Ooyama won 2-1-0
Round 7,101,"Katsuki Fukumoto He/Him
naoya okamura He/Him","Selesnya Landfall
Izzet Elementals",naoya okamura won 2-1-0
Round 7,102,"Tamon
yuuji yoshida","Dimir Excruciator
Temur Aggro",Tamon won 2-1-0
Round 7,103,"Takeshi Ozawa He/Him
Tetsu Kawaguchi","Bant Rhythm
W-U-B-R Control",Tetsu Kawaguchi won 2-0-0
Round 7,104,"Ryota Motegi
Riku Kumagai","Mardu
Izzet Spellementals",Ryota Motegi won 2-0-0
Round 7,105,"HYUNDEOK JANG He/Him
Masayasu","Boros Dragons
Izzet Elementals",HYUNDEOK JANG won 2-1-0
Round 7,106,"ryuji mimido
yasutaka Nagao","Dimir Demons
W-U-B-R Control",ryuji mimido won 2-0-0
Round 7,107,"Miyanishi Makoto He/Him
NOBUAKI JINBA Other","Izzet Prowess
Temur Omniscience",Miyanishi Makoto won 2-1-0
Round 7,108,"Takamichi Asai
ERISON","Temur Prowess
Mono-White Tokens",ERISON won 2-1-0
Round 7,109,"DBAngel
whiteLeghorn He/Him","Temur Omniscience
Temur Tempo",whiteLeghorn won 2-1-0
Round 7,110,"Atsushi Hasegawa He/Him
Yuki Wada","Mono-White Aggro
Mono-Red Aggro",Atsushi Hasegawa won 2-1-0
Round 7,111,"Shunsuke Kimura He/Him
Yotaki","Sultai Control
Jeskai Elementals",Shunsuke Kimura won 2-1-0
Round 7,112,"Yuuhei Komatsu
yamamotoatsushi","Selesnya Landfall
Mono-Green Landfall",yamamotoatsushi won 2-1-0
Round 7,113,"Naoki Higashida
RYOUTA SHIMIZU","Izzet Prowess
Izzet Spellementals",RYOUTA SHIMIZU won 2-0-0
Round 7,114,"Hasedaigo
Yusuke Ohkawa","Izzet Aggro
Izzet Lessons",Hasedaigo won 2-0-0
Round 7,115,"tanono
HARUKA KAWANOBE","Mardu Monument
Izzet Midrange",HARUKA KAWANOBE won 2-0-0
Round 7,116,"syuhei nakayama
Kazuhito Nobuta","Izzet Prowess
Selesnya Landfall",syuhei nakayama won 2-0-0
Round 7,117,"HataRyushi
JunSatoX1","Temur Aggro
Boros Tokens",JunSatoX1 won 2-1-0
Round 7,118,"HUNG KAIYANG
KENTA KATAGIRI","Boros Aggro
Selesnya Rhythm",HUNG KAIYANG won 2-1-0
Round 7,119,"Kenichirise
MASATO YAMADE","Izzet Bounce
Izzet Spellementals",MASATO YAMADE won 2-0-0
Round 7,120,"Ryo Inazawa He/Him
Yuichiro Sasa","Selesnya Landfall
Boros Aggro",Ryo Inazawa won 2-1-0
Round 7,121,"yasuhiro yazu
john_1_10_taka","Selesnya Ouroboroid
Izzet Prowess",john_1_10_taka won 2-0-0
Round 7,122,"Shogo Kajita
Ryouji Hirokawa","U-B-R-G Reanimator
Dimir Demons",Shogo Kajita won 2-0-0
Round 7,123,"Taiki Kageyama
Toru Yanagisaka","Temur Prowess
Dimir Combo",Toru Yanagisaka won 2-1-0
Round 7,124,"Kiho Choi He/Him
yohei hoshino","Izzet Prowess
Temur Prowess",yohei hoshino won 2-1-0
Round 7,125,"GonTV He/Him
TOYOSHIMAYUMA He/Him","Dimir Excruciator
Jeskai Artifacts",TOYOSHIMAYUMA won 2-0-0
Round 7,126,"MAIMScrubs
suganumakatuhiro","Selesnya Landfall
Grixis Reanimator",MAIMScrubs won 2-0-0
Round 7,127,"SHUNICHI NAKASHIMA
DaichiKo","Selesnya Ouroboroid
Izzet Prowess",SHUNICHI NAKASHIMA won 2-1-0
Round 7,128,"Hiroto Ogata
Yoshihiro Oohashi He/Him","Izzet Control
Jeskai Control",Yoshihiro Oohashi won 2-0-0
Round 7,129,"TatsumasaTAKANO
Yuya Minezaki","Jeskai Midrange
Temur Prowess",Yuya Minezaki won 2-1-0
Round 8,1,"ReiSakano Other
Masataka Hori","Jeskai Control
Selesnya Ouroboroid",ReiSakano won 2-1-0
Round 8,2,"akira ishikawa
Kenya Ishikawa He/Him","Selesnya Landfall
Izzet Spellementals",akira ishikawa won 2-1-0
Round 8,3,"Tomonori Hirami
MASAHIDE MORIYAMA","Azorius Flash
Izzet Spellementals",MASAHIDE MORIYAMA won 2-0-0
Round 8,4,"Yoshitaka Fujino
Keisuke Komatsu","Selesnya Aggro
Izzet Spellementals",Yoshitaka Fujino won 2-0-0
Round 8,5,"Kenji Sego
Keiichiro Matsumoto","Izzet Spellementals
W-U-B-R Control",Keiichiro Matsumoto won 2-1-0
Round 8,6,"Ma Noah
Satoshi Mizu","Selesnya Ouroboroid
Izzet Elementals",Satoshi Mizu won 2-1-0
Round 8,7,"Toshiki Okai
Tomohiro Matsumoto He/Him","Izzet Prowess
Izzet Spellementals",Tomohiro Matsumoto won 2-1-0
Round 8,8,"Hiroaki Kitahara
Keita Tonouchi He/Him","Sultai Control
Selesnya Landfall",Hiroaki Kitahara won 2-1-0
Round 8,9,"Hirotaka Kawasaki
Sho Miyasaka","Selesnya Ouroboroid
Izzet Prowess",Sho Miyasaka won 2-0-0
Round 8,10,"Shinya Saito He/Him
Go Nakamura He/Him","Temur Prowess
Sultai Control",Go Nakamura won 2-1-0
Round 8,11,"Yuya Hosokawa He/Him
HarryJPN He/Him","Jeskai Control
Selesnya Landfall",HarryJPN won 2-0-0
Round 8,12,"Yoshihiko Ikawa He/Him
Koki Nakamura","Izzet Spellementals
Selesnya Landfall",Yoshihiko Ikawa won 2-0-0
Round 8,13,"KazukiYada
Shintaro Kurata","Temur Prowess
Izzet Aggro",KazukiYada won 2-1-0
Round 8,14,"Keita Ito
kento shiraki He/Him","Izzet Prowess
Selesnya Landfall",Keita Ito won 2-1-0
Round 8,15,"Yosuke Shimizu He/Him
Yuuki Fujii","Dimir Deceit
Azorius Flash",Yuuki Fujii won 2-1-0
Round 8,16,"Hosokawa Kouta He/Him
toru kono","Bant Rhythm
Izzet Spellementals",toru kono won 2-0-0
Round 8,17,"Kouta Mochizuki He/Him
nakatatsuyoshi","Temur Prowess
Izzet Prowess",nakatatsuyoshi won 2-0-0
Round 8,18,"Yuta Akamine They/Them
Masashiro Kuroda He/Him","Izzet Spellementals
Izzet Spellementals",Masashiro Kuroda won 2-0-0
Round 8,19,"RIKI KAMO He/Him
Sotaro Wada","Mono-Green Landfall
Izzet Prowess",Sotaro Wada won 2-0-0
Round 8,20,"Hojun Yoon
Yukinori Ishibashi","Izzet Aggro
Selesnya Landfall",Yukinori Ishibashi won 2-1-0
Round 8,21,"yoshiki yamashita He/Him
Kenichiro Omori He/Him","Izzet Spellementals
Izzet Spellementals",yoshiki yamashita won 2-0-0
Round 8,22,"syaka3845
Hiroaki Taniguchi He/Him","Temur Prowess
Golgari Midrange",syaka3845 won 2-0-0
Round 8,23,"Masakuni Hamaguchi
TomohiroSakai He/Him","Selesnya Landfall
Izzet Prowess",TomohiroSakai won 2-0-0
Round 8,24,"KOUSUKE CHINEN
Kenta Imai He/Him","Izzet Spellementals
Izzet Prowess",Kenta Imai won 2-1-0
Round 8,25,"baronlee
Kazuhiro Noine","Temur
Selesnya Landfall",baronlee won 2-0-0
Round 8,26,"takuya taniguchi
Yuichiro Maruyama","Selesnya Landfall
Izzet Spellementals",takuya taniguchi won 2-1-0
Round 8,27,"ホリエ トオル He/Him
YsoHq They/Them","Jeskai Control
Izzet Prowess",ホリエ トオル won 2-0-0
Round 8,28,"yusuke matsubara
TASE YUYA Other","Izzet Lessons
Azorius Aggro",TASE YUYA won 2-0-0
Round 8,29,"Keisuke Naitou
Yoshiyuki Ogyu","Temur Prowess
Dimir Excruciator",Keisuke Naitou won 2-0-0
Round 8,30,"Sho Yoshimori He/Him
Masahiko Noguchi","Selesnya Landfall
Selesnya Landfall",Sho Yoshimori won 2-0-0
Round 8,31,"Shinnosuke Hando
shinichiro watanabe","Selesnya
Temur Prowess",Shinnosuke Hando won 2-0-0
Round 8,32,"Yosuke Kasagawa
TAKUYA HASEGAWA","Mono-Green Aggro
Selesnya Landfall",TAKUYA HASEGAWA won 2-0-0
Round 8,33,"Takato Ueno
ryuichiro ishida He/Him","Temur Prowess
Selesnya Rhythm",Takato Ueno won 2-1-0
Round 8,34,"Yusuke Takaoka He/Him
Shingo Takada He/Him","Izzet Aggro
Izzet Elementals",Yusuke Takaoka won 2-1-0
Round 8,35,"Masaaki Hitomi He/Him
Gaku Oohashi","Selesnya Aggro
Selesnya Landfall",Masaaki Hitomi won 2-1-0
Round 8,36,"grodri1999
RuiyuanLu","Bant Rhythm
Dimir Midrange",RuiyuanLu won 2-0-0
Round 8,37,"Keisuke Sato
Takumi Utsunomiya He/Him","Temur Prowess
Izzet Spellementals",Keisuke Sato won 2-1-0
Round 8,38,"Dod2gaia He/Him
Rei Hirayama","Jeskai Control
Izzet Spellementals",Rei Hirayama won 2-0-0
Round 8,39,"Masaki Oi
Takaya Saito","Izzet Prowess
Azorius Control",Takaya Saito won 2-0-0
Round 8,40,"Tomoya Kobayashi
junpei nakamura","Izzet Control
Golgari Midrange",junpei nakamura won 2-1-0
Round 8,41,"fukutome masayuki He/Him
Takehito Kawakami","Sultai Control
Jeskai Control",fukutome masayuki won 2-0-0
Round 8,42,"LiDuoyan
akira uemura He/Him","Azorius Blink
Selesnya Landfall",LiDuoyan won 2-0-0
Round 8,43,"RyosukeHayashi
Akinori Hishida","Temur Midrange
Selesnya",Akinori Hishida won 2-1-0
Round 8,44,"John Im He/Him
YutaYamada","Izzet
Izzet Prowess",John Im won 2-0-0
Round 8,45,"Takuya Aoki
Kim Hoyeon He/Him","Izzet
Golgari Midrange",Kim Hoyeon won 2-1-0
Round 8,46,"Yutaro Morimoto He/Him
RYUJI INOUE","Selesnya Ouroboroid
Izzet Aggro",Yutaro Morimoto won 2-1-0
Round 8,47,"EIJI SOGO
Satoshi Ishiguro Other","Mono-Green Landfall
Temur Aggro",Satoshi Ishiguro won 2-1-0
Round 8,48,"Yohei Nomiya He/Him
Takashi Inui","Izzet Spellementals
Izzet Spellementals",Takashi Inui won 2-1-0
Round 8,49,"Masanari Fukasawa He/Him
Marei Okamura","Selesnya Landfall
Sultai Control",Marei Okamura won 2-1-0
Round 8,50,"Taro Takahashi
Masaki Ooura","Sultai Control
Izzet Prowess",Masaki Ooura won 2-1-0
Round 8,51,"TaeHyoungKim He/Him
sintarou yamada","Selesnya Aggro
Izzet Prowess",sintarou yamada won 2-1-0
Round 8,52,"HYUNDEOK JANG He/Him
takahiro yamaguchi","Boros Dragons
Izzet Lessons",takahiro yamaguchi won 2-1-0
Round 8,53,"Charles Namchaisiri
Ryosuke Okada He/Him","Izzet Spellementals
Izzet Aggro",Charles Namchaisiri won 2-1-0
Round 8,54,"TakahashiRyoma
Yosuke Hieda He/They","Golgari Demons
W-U-B-R Control",TakahashiRyoma won 2-1-0
Round 8,55,"Shunsuke Nose He/Him
YUSUKE NAKAMURA","Izzet Monument
Izzet Prowess",YUSUKE NAKAMURA won 2-0-0
Round 8,56,"Keisuke Kirito
Yuusuke Ooyama","Izzet Tempo
Izzet Elementals",Yuusuke Ooyama won 2-0-0
Round 8,57,"Takayuki Rita
Tetsuji Yamamoto","Jeskai Control
Golgari Midrange",Takayuki Rita won 2-0-0
Round 8,58,"sho kamezaki
Ryutarou Machida","Mono-Green Landfall
Jeskai Control",sho kamezaki won 2-1-0
Round 8,59,"Shunichi Nakajima
taiyo ishii He/Him","Izzet Prowess
Izzet",taiyo ishii won 2-1-0
Round 8,60,"Ryota Motegi
Manato Hosomi He/Him","Mardu
Izzet Aggro",Ryota Motegi won 2-0-0
Round 8,61,"Yu Tanaka
HIDENARI IKEDA He/Him","Golgari Control
Selesnya Landfall",Yu Tanaka won 2-1-0
Round 8,62,"Leo Isogaya
ryuji mimido","Izzet Lessons
Dimir Demons",ryuji mimido won 2-1-0
Round 8,63,"Akira Yamawaki
Miyanishi Makoto He/Him","Azorius Tempo
Izzet Prowess",Akira Yamawaki won 2-0-0
Round 8,64,"YUJI KAWABATA He/Him
Atsushi Nakashima","Izzet Spellementals
Jeskai Control",YUJI KAWABATA won 2-0-0
Round 8,65,"naoto yamane
Hiroki Toyota","Selesnya Ouroboroid
Mono-Green Landfall",naoto yamane won 2-0-0
Round 8,66,"Taishi_Tokairin
Masayoshi Yoshida","Selesnya Landfall
Selesnya Landfall",Taishi_Tokairin won 2-1-0
Round 8,67,"Takeshi Miyawaki He/Him
Koala40","Dimir Excruciator
Dimir Demons",Takeshi Miyawaki won 2-1-0
Round 8,68,"satoshi hashimoto He/Him
Andreas Holmqvist","Bant Midrange
Selesnya Landfall",satoshi hashimoto won 2-0-0
Round 8,69,"Takaaki Okumura He/Him
KatsumataTomoaki","Izzet Prowess
Temur Prowess",KatsumataTomoaki won 2-0-0
Round 8,70,"Hiroki Kageyama
shintarou yoshida He/Him","Izzet Otters
Jeskai Control",Hiroki Kageyama won 2-0-0
Round 8,71,"whiteLeghorn He/Him
Eisuke Oono He/Him","Temur Tempo
Selesnya Landfall",whiteLeghorn won 2-1-0
Round 8,72,"Yuya Mizuno He/Him
naoki kamizono","Selesnya Landfall
Temur Prowess",naoki kamizono won 2-1-0
Round 8,73,"taegyun lim
Taichi Akiyama","Grixis Midrange
Azorius Tempo",taegyun lim won 2-0-0
Round 8,74,"Sangjoon Kong He/Him
Atsushi Hozuki","Grixis Midrange
Selesnya Aggro",Atsushi Hozuki won 2-1-0
Round 8,75,"藤垣 琢矢 He/Him
SAYAMA TATSUNOSUKE","Mono-Green Aggro
Dimir Control",SAYAMA TATSUNOSUKE won 2-0-0
Round 8,76,"Tatsuumi KOBAYASHI
naoya okamura He/Him","Izzet Spellementals
Izzet Elementals",Tatsuumi KOBAYASHI won 2-0-0
Round 8,77,"ERISON
Daichi Takemura Other","Mono-White Tokens
Selesnya Ouroboroid",Daichi Takemura won 2-0-0
Round 8,78,"Tomoaki Ogasawara
Shimpo Kosuke","Selesnya Ouroboroid
Izzet Prowess",Shimpo Kosuke won 2-0-0
Round 8,79,"Haruka Murano He/They
Tamon","Dimir Excruciator
Dimir Excruciator",Haruka Murano won 2-0-0
Round 8,80,"emotosatoshi
Hiroki Yamagata","Temur Prowess
Izzet Prowess",Hiroki Yamagata won 2-1-0
Round 8,81,"genki ogino
Yuta Inukai He/Him","Izzet Aggro
Selesnya Landfall",Yuta Inukai won 2-0-0
Round 8,82,"Tetsu Kawaguchi
ryo kasuga","W-U-B-R Control
Selesnya Landfall",1-1-0 Draw
Round 8,83,"shohei kiyota
takayukikumakura","Izzet Prowess
Dimir Demons",shohei kiyota won 2-1-0
Round 8,84,"Shunsuke Kimura He/Him
Shicheng Peng","Sultai Control
Jeskai Control",Shunsuke Kimura won 2-0-0
Round 8,85,"Hideki Yoshioka He/Him
Atsushi Hasegawa He/Him","Azorius Flash
Mono-White Aggro",Hideki Yoshioka won 2-1-0
Round 8,86,"HIDEYUKI ICHIKAWA
Kazuaki WATANABE They/Them","Izzet Prowess
Selesnya Landfall",HIDEYUKI ICHIKAWA won 2-0-0
Round 8,87,"Mikita Hisano
Masayasu","Boros
Izzet Elementals",Masayasu won 2-1-0
Round 8,88,"Kazuki Kawata He/Him
TOYOSHIMAYUMA He/Him","Jeskai Control
Jeskai Artifacts",TOYOSHIMAYUMA won 2-1-0
Round 8,89,"MAIMScrubs
IngyunAhn He/Him","Selesnya Landfall
Izzet Prowess",IngyunAhn won 2-0-0
Round 8,90,"Ryota Ishikawa
yamamotoatsushi","Selesnya Landfall
Mono-Green Landfall",yamamotoatsushi won 2-1-0
Round 8,91,"HARUKA KAWANOBE
JunSatoX1","Izzet Midrange
Boros Tokens",HARUKA KAWANOBE won 2-0-0
Round 8,92,"Tomoya Tanaka
yohei hoshino","Izzet Prowess
Temur Prowess",Tomoya Tanaka won 2-1-0
Round 8,93,"NOBUAKI JINBA Other
MASAO ODA He/Him","Temur Omniscience
Mono-Green Landfall",NOBUAKI JINBA won 2-0-0
Round 8,94,"yuuji yoshida
syuhei nakayama","Temur Aggro
Izzet Prowess",yuuji yoshida won 2-1-0
Round 8,95,"Hasedaigo
MASATO YAMADE","Izzet Aggro
Izzet Spellementals",Hasedaigo won 2-0-0
Round 8,96,"Ryo Inazawa He/Him
hirofumi nakamatsu","Selesnya Landfall
Temur Aggro",hirofumi nakamatsu won 2-1-0
Round 8,97,"Shogo Kajita
Hideaki Teruya","U-B-R-G Reanimator
Izzet Tempo",Shogo Kajita won 2-0-0
Round 8,98,"TakuroIto
TATSURO ASANO","Selesnya Landfall
Izzet Prowess",TATSURO ASANO won 2-1-0
Round 8,99,"Haruka Ookura
SHUNICHI NAKASHIMA","Selesnya Landfall
Selesnya Ouroboroid",SHUNICHI NAKASHIMA won 2-0-0
Round 8,100,"IchiwakiFumihiro
RYOUTA SHIMIZU","Jeskai Control
Izzet Spellementals",IchiwakiFumihiro won 2-0-0
Round 8,101,"Katsuki Fukumoto He/Him
john_1_10_taka","Selesnya Landfall
Izzet Prowess",Katsuki Fukumoto won 2-1-0
Round 8,102,"Kotaro Takahashi
TOMOKI EGEYAMA He/Him","Selesnya Landfall
Izzet Prowess",Kotaro Takahashi won 2-0-0
Round 8,103,"Toru Yanagisaka
HUNG KAIYANG","Dimir Combo
Boros Aggro",Toru Yanagisaka won 2-0-0
Round 8,104,"maegawa
Taisei Nakayama He/Him","Selesnya Aggro
Izzet Prowess",maegawa won 2-1-0
Round 8,105,"Yuuhei Komatsu
Yuki Wada","Selesnya Landfall
Mono-Red Aggro",Yuki Wada won 2-0-0
Round 8,106,"Yuichiro Sasa
Taiki Kageyama","Boros Aggro
Temur Prowess",Taiki Kageyama won 2-0-0
Round 8,107,"Kiho Choi He/Him
HataRyushi","Izzet Prowess
Temur Aggro",HataRyushi won 2-0-0
Round 8,108,"suganumakatuhiro
GonTV He/Him","Grixis Reanimator
Dimir Excruciator",GonTV won 2-0-0
Round 8,109,"tanono
DaichiKo","Mardu Monument
Izzet Prowess",tanono won 2-0-0
Round 9,-,Yuichiro Sasa,Boros Aggro,Yuichiro Sasa was assigned a bye
Round 9,1,"ReiSakano Other
akira ishikawa","Jeskai Control
Selesnya Landfall",ReiSakano won 2-0-0
Round 9,2,"Hiroaki Kitahara
Masataka Hori","Sultai Control
Selesnya Ouroboroid",Masataka Hori won 2-0-0
Round 9,3,"Yoshitaka Fujino
Sho Miyasaka","Selesnya Aggro
Izzet Prowess",Yoshitaka Fujino won 2-0-0
Round 9,4,"Go Nakamura He/Him
Keiichiro Matsumoto","Sultai Control
W-U-B-R Control",Keiichiro Matsumoto won 2-0-0
Round 9,5,"MASAHIDE MORIYAMA
Satoshi Mizu","Izzet Spellementals
Izzet Elementals",MASAHIDE MORIYAMA won 2-1-0
Round 9,6,"Tomohiro Matsumoto He/Him
HarryJPN He/Him","Izzet Spellementals
Selesnya Landfall",HarryJPN won 2-1-0
Round 9,7,"Sotaro Wada
Kenta Imai He/Him","Izzet Prowess
Izzet Prowess",Sotaro Wada won 2-1-0
Round 9,8,"Yusuke Takaoka He/Him
nakatatsuyoshi","Izzet Aggro
Izzet Prowess",nakatatsuyoshi won 2-0-0
Round 9,9,"Masaaki Hitomi He/Him
Masashiro Kuroda He/Him","Selesnya Aggro
Izzet Spellementals",Masashiro Kuroda won 2-1-0
Round 9,10,"toru kono
baronlee","Izzet Spellementals
Temur",toru kono won 2-1-0
Round 9,11,"Keita Tonouchi He/Him
TASE YUYA Other","Selesnya Landfall
Azorius Aggro",TASE YUYA won 2-1-0
Round 9,12,"Keisuke Komatsu
ホリエ トオル He/Him","Izzet Spellementals
Jeskai Control",ホリエ トオル won 2-1-0
Round 9,13,"Tomonori Hirami
Keita Ito","Azorius Flash
Izzet Prowess",Keita Ito won 2-0-0
Round 9,14,"Takato Ueno
Hirotaka Kawasaki","Temur Prowess
Selesnya Ouroboroid",Hirotaka Kawasaki won 2-1-0
Round 9,15,"takuya taniguchi
RuiyuanLu","Selesnya Landfall
Dimir Midrange",takuya taniguchi won 2-0-0
Round 9,16,"Sho Yoshimori He/Him
KazukiYada","Selesnya Landfall
Temur Prowess",Sho Yoshimori won 2-0-0
Round 9,17,"Kenji Sego
Shinnosuke Hando","Izzet Spellementals
Selesnya",Kenji Sego won 2-1-0
Round 9,18,"Shinya Saito He/Him
Rei Hirayama","Temur Prowess
Izzet Spellementals",Shinya Saito won 2-1-0
Round 9,19,"Keisuke Naitou
Ma Noah","Temur Prowess
Selesnya Ouroboroid",Ma Noah won 2-0-0
Round 9,20,"syaka3845
TAKUYA HASEGAWA","Temur Prowess
Selesnya Landfall",syaka3845 won 2-1-0
Round 9,21,"Yoshihiko Ikawa He/Him
Kenya Ishikawa He/Him","Izzet Spellementals
Izzet Spellementals",Yoshihiko Ikawa won 2-1-0
Round 9,22,"TomohiroSakai He/Him
Yuuki Fujii","Izzet Prowess
Azorius Flash",Yuuki Fujii won 2-1-0
Round 9,23,"Toshiki Okai
Yuya Hosokawa He/Him","Izzet Prowess
Jeskai Control",Yuya Hosokawa won 2-0-0
Round 9,24,"yoshiki yamashita He/Him
Keisuke Sato","Izzet Spellementals
Temur Prowess",yoshiki yamashita won 2-1-0
Round 9,25,"Yukinori Ishibashi
fukutome masayuki He/Him","Selesnya Landfall
Sultai Control",Yukinori Ishibashi won 2-1-0
Round 9,26,"junpei nakamura
LiDuoyan","Golgari Midrange
Azorius Blink",junpei nakamura won 2-0-0
Round 9,27,"Takaya Saito
Masakuni Hamaguchi","Azorius Control
Selesnya Landfall",Masakuni Hamaguchi won 2-0-0
Round 9,28,"Yuichiro Maruyama
YUSUKE NAKAMURA","Izzet Spellementals
Izzet Prowess",YUSUKE NAKAMURA won 2-1-0
Round 9,29,"YUJI KAWABATA He/Him
Yosuke Kasagawa","Izzet Spellementals
Mono-Green Aggro",YUJI KAWABATA won 2-1-0
Round 9,30,"KatsumataTomoaki
Atsushi Hozuki","Temur Prowess
Selesnya Aggro",Atsushi Hozuki won 2-1-0
Round 9,31,"Kazuhiro Noine
Koki Nakamura","Selesnya Landfall
Selesnya Landfall",Koki Nakamura won 2-0-0
Round 9,32,"Ryota Motegi
Satoshi Ishiguro Other","Mardu
Temur Aggro",Ryota Motegi won 2-1-0
Round 9,33,"Takeshi Miyawaki He/Him
Yoshiyuki Ogyu","Dimir Excruciator
Dimir Excruciator",Yoshiyuki Ogyu won 2-0-0
Round 9,34,"YsoHq They/Them
Takumi Utsunomiya He/Him","Izzet Prowess
Izzet Spellementals",Takumi Utsunomiya won 2-0-0
Round 9,35,"ryuji mimido
Yu Tanaka","Dimir Demons
Golgari Control",Yu Tanaka won 2-1-0
Round 9,36,"Yuta Akamine They/Them
sho kamezaki","Izzet Spellementals
Mono-Green Landfall",sho kamezaki won 2-1-0
Round 9,37,"Takashi Inui
Charles Namchaisiri","Izzet Spellementals
Izzet Spellementals",Charles Namchaisiri won 2-1-0
Round 9,38,"Yutaro Morimoto He/Him
Kouta Mochizuki He/Him","Selesnya Ouroboroid
Temur Prowess",Yutaro Morimoto won 2-0-0
Round 9,39,"John Im He/Him
shohei kiyota","Izzet
Izzet Prowess",shohei kiyota won 2-1-0
Round 9,40,"yusuke matsubara
Kim Hoyeon He/Him","Izzet Lessons
Golgari Midrange",yusuke matsubara won 2-0-0
Round 9,41,"Hosokawa Kouta He/Him
Yosuke Shimizu He/Him","Bant Rhythm
Dimir Deceit",Hosokawa Kouta won 2-0-0
Round 9,42,"KOUSUKE CHINEN
TakahashiRyoma","Izzet Spellementals
Golgari Demons",TakahashiRyoma won 2-1-0
Round 9,43,"Takayuki Rita
Yuusuke Ooyama","Jeskai Control
Izzet Elementals",Yuusuke Ooyama won 2-0-0
Round 9,44,"Hiroki Yamagata
satoshi hashimoto He/Him","Izzet Prowess
Bant Midrange",Hiroki Yamagata won 2-0-0
Round 9,45,"Taishi_Tokairin
SAYAMA TATSUNOSUKE","Selesnya Landfall
Dimir Control",Taishi_Tokairin won 2-0-0
Round 9,46,"Yuta Inukai He/Him
Akira Yamawaki","Selesnya Landfall
Azorius Tempo",Yuta Inukai won 2-1-0
Round 9,47,"Hiroki Kageyama
Tatsuumi KOBAYASHI","Izzet Otters
Izzet Spellementals",Hiroki Kageyama won 2-1-0
